user_id,user_key,first_name,last_name,email_address,normalized_name,organization_key,role_type,treasuryId,last_login,status,updated_date,imported_date,date_registered,card_id,employee_id,parent_key,sensitive_username,parent_first_name,parent_last_name,shipping_address,shipping_address2,shipping_city,shipping_state,shipping_zip,is_direct_pay_user,is_direct_pay_admin,is_direct_pay_license_admin,user_district_key,user_school_key
18,4963239d-e8d9-46ff-be1b-804d700f3047,Bartholomew,Bartke,bartholomew.bartke@gmail.com,Bartholomew Bartke,574c0ba3-c49b-4210-8909-871131c36d7d,Consultant,4963239d-e8d9-46ff-b,2024-11-13 01:35:21,1,2024-11-13 01:35:22,2024-10-21 18:38:08,2024-11-13 01:35:22,4963239d-e8d9-46ff-be1b-804d700f3047,4963239d-e8d9-46ff-be1b-804d700f3047,4963239d-e8d9-46ff-be1b-804d700f3047,bbartke46610,Bartholomew,Bartke,595 Church Street,595 Church Street,Portland,ME,04109,1,1,1,4963239d-e8d9-46ff-be1b-804d700f3047,4963239d-e8d9-46ff-be1b-804d700f3047
19,d7673450-bee3-414b-841e-4e898e2da4cb,Sinclare,Matuskiewicz,sinclare.matuskiewicz@shaw.ca,Sinclare Matuskiewicz,ae02e5ee-59c8-41c5-8505-10dad6cfe263,Employee,d7673450-bee3-414b-8,2025-09-25 14:50:21,1,2025-09-25 14:50:22,2024-10-21 18:39:29,2025-09-25 14:50:22,d7673450-bee3-414b-841e-4e898e2da4cb,d7673450-bee3-414b-841e-4e898e2da4cb,d7673450-bee3-414b-841e-4e898e2da4cb,smatuskiewicz63623,Sinclare,Matuskiewicz,13603 Arteaga Way,13603 Arteaga Way,Indianapolis,IN,46295,0,0,0,d7673450-bee3-414b-841e-4e898e2da4cb,d7673450-bee3-414b-841e-4e898e2da4cb
20,c7b675fd-1e0e-40b5-85c8-cd9a6aeee320,Jasmina,Brandacci,jasmina.brandacci@alice.it,Jasmina Brandacci,d8fd5158-0404-44d8-a222-e9d011fc3307,Guest,c7b675fd-1e0e-40b5-8,2025-08-18 08:46:37,0,2025-08-18 08:46:38,2024-10-21 18:48:38,2025-08-18 08:46:38,c7b675fd-1e0e-40b5-85c8-cd9a6aeee320,c7b675fd-1e0e-40b5-85c8-cd9a6aeee320,c7b675fd-1e0e-40b5-85c8-cd9a6aeee320,jbrandacci57567,Jasmina,Brandacci,12032 Davidson Avenue,12032 Davidson Avenue,Jersey City,NJ,07310,0,0,0,c7b675fd-1e0e-40b5-85c8-cd9a6aeee320,c7b675fd-1e0e-40b5-85c8-cd9a6aeee320
21,42053d7f-65dd-4a3f-a1ad-0f8010f21ca5,Ethan,Maxted,ethan.maxted@hotmail.es,Ethan Maxted,2b486ef2-5468-4b60-8f70-0bfac160a6b3,Analyst,42053d7f-65dd-4a3f-a,2025-04-26 01:32:42,0,2025-04-26 01:32:43,2024-10-21 18:56:51,2025-04-26 01:32:43,42053d7f-65dd-4a3f-a1ad-0f8010f21ca5,42053d7f-65dd-4a3f-a1ad-0f8010f21ca5,42053d7f-65dd-4a3f-a1ad-0f8010f21ca5,emaxted23299,Ethan,Maxted,7335 Amidei Path,7335 Amidei Path,Atlanta,GA,30336,1,1,1,42053d7f-65dd-4a3f-a1ad-0f8010f21ca5,42053d7f-65dd-4a3f-a1ad-0f8010f21ca5
22,ff28be6d-55fa-46ab-a11f-6ddd21615b01,Ezechiel,Quartley,ezechiel.quartley@gmail.com,Ezechiel Quartley,97a00e30-7c61-4527-b7eb-34a6a5c5fd04,Coordinator,ff28be6d-55fa-46ab-a,2025-05-04 00:47:23,1,2025-05-04 00:47:24,2024-10-21 19:02:15,2025-05-04 00:47:24,ff28be6d-55fa-46ab-a11f-6ddd21615b01,ff28be6d-55fa-46ab-a11f-6ddd21615b01,ff28be6d-55fa-46ab-a11f-6ddd21615b01,equartley28565,Ezechiel,Quartley,7662 Merida Circle,7662 Merida Circle,Tulsa,OK,74103,0,0,0,ff28be6d-55fa-46ab-a11f-6ddd21615b01,ff28be6d-55fa-46ab-a11f-6ddd21615b01
23,422a5c6d-1570-4d87-ab60-62af2deffac4,Shoshanna,Secretan,shoshanna.secretan@att.net,Shoshanna Secretan,ba0bd522-17e4-48a5-8b6d-3026d34c8d4f,Supervisor,422a5c6d-1570-4d87-a,2025-04-08 14:00:00,0,2025-04-08 14:00:01,2024-10-21 19:07:50,2025-04-08 14:00:01,422a5c6d-1570-4d87-ab60-62af2deffac4,422a5c6d-1570-4d87-ab60-62af2deffac4,422a5c6d-1570-4d87-ab60-62af2deffac4,ssecretan55553,Shoshanna,Secretan,6616 Twig Terrace,6616 Twig Terrace,London,KY,40745,1,1,1,422a5c6d-1570-4d87-ab60-62af2deffac4,422a5c6d-1570-4d87-ab60-62af2deffac4
24,62df5852-8bcb-4a5e-a9bc-d89d7e87eeb4,Branden,Hove,branden.hove@yahoo.com,Branden Hove,1ad6644b-0387-4637-a095-887493f12b9f,Support Staff,62df5852-8bcb-4a5e-a,2025-09-01 18:35:39,1,2025-09-01 18:35:40,2024-10-21 19:12:48,2025-09-01 18:35:40,62df5852-8bcb-4a5e-a9bc-d89d7e87eeb4,62df5852-8bcb-4a5e-a9bc-d89d7e87eeb4,62df5852-8bcb-4a5e-a9bc-d89d7e87eeb4,bhove7520,Branden,Hove,12624 Amberly Court,12624 Amberly Court,Stockton,CA,95219,0,0,0,62df5852-8bcb-4a5e-a9bc-d89d7e87eeb4,62df5852-8bcb-4a5e-a9bc-d89d7e87eeb4
25,cd364c7f-c0d4-4b47-8ea9-e37a2b8a9b57,Jacqueline,Kobke,jacqueline.kobke@yahoo.com,Jacqueline Kobke,bdc68a54-d02d-4780-89f4-dccafb1ce764,Developer,cd364c7f-c0d4-4b47-8,2025-06-23 16:03:50,0,2025-06-23 16:03:51,2024-10-21 19:21:22,2025-06-23 16:03:51,cd364c7f-c0d4-4b47-8ea9-e37a2b8a9b57,cd364c7f-c0d4-4b47-8ea9-e37a2b8a9b57,cd364c7f-c0d4-4b47-8ea9-e37a2b8a9b57,jkobke33798,Jacqueline,Kobke,9743 Bartelson Terrace,9743 Bartelson Terrace,Lake Worth,FL,33462,0,0,0,cd364c7f-c0d4-4b47-8ea9-e37a2b8a9b57,cd364c7f-c0d4-4b47-8ea9-e37a2b8a9b57
26,e4350f55-5e02-4cc1-ab9e-5f898320990e,Carmelina,Daburn,carmelina.daburn@yahoo.fr,Carmelina Daburn,0c7e7078-d123-4b96-aa1d-d87dae0b2479,Manager,e4350f55-5e02-4cc1-a,2025-10-12 17:09:20,1,2025-10-12 17:09:21,2024-10-21 19:28:12,2025-10-12 17:09:21,e4350f55-5e02-4cc1-ab9e-5f898320990e,e4350f55-5e02-4cc1-ab9e-5f898320990e,e4350f55-5e02-4cc1-ab9e-5f898320990e,cdaburn3359,Carmelina,Daburn,14306 Hibiscus Drive,14306 Hibiscus Drive,Lehigh Acres,FL,33972,0,0,0,e4350f55-5e02-4cc1-ab9e-5f898320990e,e4350f55-5e02-4cc1-ab9e-5f898320990e
27,972c1223-1900-4b22-8f2c-745b21ac08e8,Fanny,Schule,fanny.schule@gmail.com,Fanny Schule,ed9ad6b7-00b5-4fda-bc15-caa8ccd7247e,Director,972c1223-1900-4b22-8,2025-05-28 03:22:09,0,2025-05-28 03:22:10,2024-10-21 19:37:47,2025-05-28 03:22:10,972c1223-1900-4b22-8f2c-745b21ac08e8,972c1223-1900-4b22-8f2c-745b21ac08e8,972c1223-1900-4b22-8f2c-745b21ac08e8,fschule10697,Fanny,Schule,8653 Townsend Terrace,8653 Townsend Terrace,Cincinnati,OH,45243,0,0,0,972c1223-1900-4b22-8f2c-745b21ac08e8,972c1223-1900-4b22-8f2c-745b21ac08e8
28,e2115367-113a-46f1-a432-d9eed6bee0ca,Leese,Lidierth,leese.lidierth@aol.com,Leese Lidierth,4976f51d-d795-4faf-897a-3197d9c36fde,Contractor,e2115367-113a-46f1-a,2025-06-12 07:50:57,1,2025-06-12 07:50:58,2024-10-21 19:43:58,2025-06-12 07:50:58,e2115367-113a-46f1-a432-d9eed6bee0ca,e2115367-113a-46f1-a432-d9eed6bee0ca,e2115367-113a-46f1-a432-d9eed6bee0ca,llidierth7096,Leese,Lidierth,9277 McKnight Loop,9277 McKnight Loop,Sacramento,CA,95894,0,0,0,e2115367-113a-46f1-a432-d9eed6bee0ca,e2115367-113a-46f1-a432-d9eed6bee0ca
29,a69e73fe-047a-4c17-bceb-fd848e2a1d0a,Auberta,Piddlehinton,auberta.piddlehinton@yahoo.com,Auberta Piddlehinton,8e8a74f8-93fc-4f2b-ab8c-9c0c19b64346,Intern,a69e73fe-047a-4c17-b,2025-10-03 09:29:59,0,2025-10-03 09:30:00,2024-10-21 19:50:31,2025-10-03 09:30:00,a69e73fe-047a-4c17-bceb-fd848e2a1d0a,a69e73fe-047a-4c17-bceb-fd848e2a1d0a,a69e73fe-047a-4c17-bceb-fd848e2a1d0a,apiddlehinton26448,Auberta,Piddlehinton,13923 Venetian Lane,13923 Venetian Lane,Billings,MT,59105,0,0,0,a69e73fe-047a-4c17-bceb-fd848e2a1d0a,a69e73fe-047a-4c17-bceb-fd848e2a1d0a
30,07f91f7d-ae1b-4cb4-a7ad-928deef98f2e,Jacinthe,Lillywhite,jacinthe.lillywhite@gmail.com,Jacinthe Lillywhite,2f515088-a640-418d-989b-e033ba3360e3,Trainer,07f91f7d-ae1b-4cb4-a,2024-12-14 08:20:21,1,2024-12-14 08:20:22,2024-10-21 19:59:52,2024-12-14 08:20:22,07f91f7d-ae1b-4cb4-a7ad-928deef98f2e,07f91f7d-ae1b-4cb4-a7ad-928deef98f2e,07f91f7d-ae1b-4cb4-a7ad-928deef98f2e,jlillywhite64678,Jacinthe,Lillywhite,1881 Essex Court,1881 Essex Court,Minneapolis,MN,55487,1,1,1,07f91f7d-ae1b-4cb4-a7ad-928deef98f2e,07f91f7d-ae1b-4cb4-a7ad-928deef98f2e
31,f0efa55f-cc32-4456-ac4b-1dd3e40ea3f0,Abba,Brenstuhl,abba.brenstuhl@live.nl,Abba Brenstuhl,3ee21636-0710-4c43-ada0-fc60c8b12f90,Intern,f0efa55f-cc32-4456-a,2024-11-21 19:58:11,0,2024-11-21 19:58:12,2024-10-21 20:01:59,2024-11-21 19:58:12,f0efa55f-cc32-4456-ac4b-1dd3e40ea3f0,f0efa55f-cc32-4456-ac4b-1dd3e40ea3f0,f0efa55f-cc32-4456-ac4b-1dd3e40ea3f0,abrenstuhl4601,Abba,Brenstuhl,956 Cuthbert Circle,956 Cuthbert Circle,Omaha,NE,68197,1,1,1,f0efa55f-cc32-4456-ac4b-1dd3e40ea3f0,f0efa55f-cc32-4456-ac4b-1dd3e40ea3f0
32,69c2a412-8ead-4b75-9749-6f1906d1dcd9,Eva,Heenan,eva.heenan@yahoo.com,Eva Heenan,770a803d-cfd2-4bf2-8f4e-9bb837cc3425,Director,69c2a412-8ead-4b75-9,2025-08-23 04:21:31,1,2025-08-23 04:21:32,2024-10-21 20:03:33,2025-08-23 04:21:32,69c2a412-8ead-4b75-9749-6f1906d1dcd9,69c2a412-8ead-4b75-9749-6f1906d1dcd9,69c2a412-8ead-4b75-9749-6f1906d1dcd9,eheenan25119,Eva,Heenan,12229 Turtle Street,12229 Turtle Street,Amarillo,TX,79116,0,0,0,69c2a412-8ead-4b75-9749-6f1906d1dcd9,69c2a412-8ead-4b75-9749-6f1906d1dcd9
33,548f5d40-add0-470a-a797-4333fbd89177,Granthem,Howood,granthem.howood@me.com,Granthem Howood,0af17005-5386-47e7-87c8-24cbfa8ddb4f,Guest,548f5d40-add0-470a-a,2025-07-25 08:07:26,0,2025-07-25 08:07:27,2024-10-21 20:11:53,2025-07-25 08:07:27,548f5d40-add0-470a-a797-4333fbd89177,548f5d40-add0-470a-a797-4333fbd89177,548f5d40-add0-470a-a797-4333fbd89177,ghowood16001,Granthem,Howood,11044 Orgovan Avenue,11044 Orgovan Avenue,San Francisco,CA,94105,0,0,0,548f5d40-add0-470a-a797-4333fbd89177,548f5d40-add0-470a-a797-4333fbd89177
34,6dd884cf-5ef3-4c28-8afa-de25913d7754,Jason,Gimlet,jason.gimlet@gmail.com,Jason Gimlet,62df5852-8bcb-4a5e-a9bc-d89d7e87eeb4,Trainer,6dd884cf-5ef3-4c28-8,2025-01-13 05:25:32,1,2025-01-13 05:25:33,2024-10-21 20:19:30,2025-01-13 05:25:33,6dd884cf-5ef3-4c28-8afa-de25913d7754,6dd884cf-5ef3-4c28-8afa-de25913d7754,6dd884cf-5ef3-4c28-8afa-de25913d7754,jgimlet59685,Jason,Gimlet,3109 Kim Lane,3109 Kim Lane,Stockton,CA,95298,1,1,1,6dd884cf-5ef3-4c28-8afa-de25913d7754,6dd884cf-5ef3-4c28-8afa-de25913d7754
35,177401dc-4bd4-4b36-84b6-b10adae63a78,Lonny,Clubley,lonny.clubley@gmail.com,Lonny Clubley,f30ea66a-4c36-4203-afb0-fffc6891e8c5,Administrator,177401dc-4bd4-4b36-8,2024-12-05 14:28:02,0,2024-12-05 14:28:03,2024-10-21 20:22:21,2024-12-05 14:28:03,177401dc-4bd4-4b36-84b6-b10adae63a78,177401dc-4bd4-4b36-84b6-b10adae63a78,177401dc-4bd4-4b36-84b6-b10adae63a78,lclubley50998,Lonny,Clubley,1521 Perdido Bay,1521 Perdido Bay,Reno,NV,89505,1,1,1,177401dc-4bd4-4b36-84b6-b10adae63a78,177401dc-4bd4-4b36-84b6-b10adae63a78
36,7566fb83-9ef7-4b24-b18e-ce4f2548daa7,Sande,Dunseith,sande.dunseith@googlemail.com,Sande Dunseith,88434964-822e-414a-b85c-d618f2ebe535,Employee,7566fb83-9ef7-4b24-b,2025-07-16 04:49:19,1,2025-07-16 04:49:20,2024-10-21 20:24:15,2025-07-16 04:49:20,7566fb83-9ef7-4b24-b18e-ce4f2548daa7,7566fb83-9ef7-4b24-b18e-ce4f2548daa7,7566fb83-9ef7-4b24-b18e-ce4f2548daa7,sdunseith44054,Sande,Dunseith,10669 Fisher Avenue,10669 Fisher Avenue,Dallas,TX,75251,0,0,0,7566fb83-9ef7-4b24-b18e-ce4f2548daa7,7566fb83-9ef7-4b24-b18e-ce4f2548daa7
37,7a7a829d-9552-4283-b416-6e5c3ae408f8,Clerissa,Cattel,clerissa.cattel@gmail.com,Clerissa Cattel,27fe4f0a-cee4-42ae-bc2e-06b820c54866,Supervisor,7a7a829d-9552-4283-b,2025-10-16 13:20:09,1,2025-10-16 13:20:10,2024-10-21 20:31:39,2025-10-16 13:20:10,7a7a829d-9552-4283-b416-6e5c3ae408f8,7a7a829d-9552-4283-b416-6e5c3ae408f8,7a7a829d-9552-4283-b416-6e5c3ae408f8,ccattel11442,Clerissa,Cattel,14464 Midnight Pass Court,14464 Midnight Pass Court,Sparks,NV,89436,0,0,0,7a7a829d-9552-4283-b416-6e5c3ae408f8,7a7a829d-9552-4283-b416-6e5c3ae408f8
