organization_id,organization_key,name,address,city,state,zip,type,bank_account,created_dtm
164,17b68f59-8b6d-4790-9915-7d5f9b251162,Arch Capital Group Ltd.,3579 Pacolet Terrace,Oklahoma City,Oklahoma,73190,Moderator,6011863736283081,2024-10-11 06:00:46
184,8b603941-66d9-4e9d-967f-346138d43197,"Archrock, Inc.",7843 Tall Trees Lane,Pensacola,Florida,32575,Professional,6011150490273452,2024-10-11 07:46:12
126,5138fbbd-fcc5-42ca-81e0-d092bd8e7802,Ark Restaurants Corp.,7280 Rock Hill Lane,Yakima,Washington,98907,Trial,5313269369763430,2024-10-11 02:14:24
107,36bf2e1e-26fb-4ade-befa-043da3f41d97,Arotech Corporation,9865 Vision Court,Raleigh,North Carolina,27690,Student,6011819208488442,2024-10-11 00:25:16
310,baec190e-b9e3-4c35-827a-4601f9778403,"Art's-Way Manufacturing Co., Inc.",12370 Roleson Lane,Spokane,Washington,99210,Premium,5225976515320702,2024-10-11 19:13:04
203,8119116c-d778-4173-bc43-e6aa96c1d004,Aspen Insurance Holdings Limited,8328 Knudson Run,Huntsville,Alabama,35815,VIP,6011793858632411,2024-10-11 09:31:16
116,8795059a-cc28-4ba8-8c7d-da7e4769d2bc,Associated Banc-Corp,12951 Buxton Terrace,Saint Louis,Missouri,63131,Professional,341682031010943,2024-10-11 01:18:25
189,c57a1108-3578-447b-91d4-014770281b7a,Astrazeneca PLC,2909 Braman Lane,Oakland,California,94622,Family,6011365738419010,2024-10-11 08:20:30
417,1d6a7290-93c4-41a5-a01b-c43394cf76ac,Astrotech Corporation,8638 Duxbury Lane,Oakland,California,94611,Educational,6011082529387229,2024-10-12 04:39:50
1,84155212-8405-463d-8223-58847830d3f0,"Automatic Data Processing, Inc.",12926 Stonebrook Lane,Miami,Florida,33153,Student,6011709708662473,2024-10-10 14:55:52
51,4c7c1ba3-37be-4337-ad6c-03a9301f18fe,Axar Acquisition Corp.,10652 Prospect Hill Court,Brea,California,92822,Premium,4180781478454241,2024-10-10 19:30:48
59,1a9eceb5-d2a9-487a-a313-89991fdb7ab9,Azul S.A.,10265 Greenwich Place,Austin,Texas,78789,Standard,5544036794901112,2024-10-10 20:11:50
446,f660b946-4e59-4d7e-a367-860a411011b1,"Baldwin & Lyons, Inc.",13720 Mouttrie Terrace,New York City,New York,10260,Premium,348784080980742,2024-10-12 07:11:26
67,06ce4f49-9abb-4eb7-88da-43cc6eb87025,"Banc of California, Inc.",1661 Esbenshade Way,Houston,Texas,77060,Nonprofit,6011382360228908,2024-10-10 20:53:52
430,5fbe753b-da66-41ec-8560-de693ea949ce,"Banc of California, Inc.",3804 Bishop Terrace,Erie,Pennsylvania,16505,Educational,4389207409063264,2024-10-12 05:51:31
195,3989bf35-94bb-47bf-bec9-f46bd5886fab,"Banco Santander, S.A.",4603 Trabucco Terrace,Salt Lake City,Utah,84125,Enterprise,6011591408140590,2024-10-11 08:47:29
60,e7c52d9b-6690-42df-bb1c-c59a1222c5e7,Bank of America Corporation,7538 Lightbody Lane,Irvine,California,92612,Enterprise,4547211567350478280,2024-10-10 20:18:59
145,2b77382b-5ab9-4b1d-abea-c02d8305c8dd,Baxter International Inc.,9524 Quaint Court,Garden Grove,California,92645,Partner,4778961498111264,2024-10-11 04:13:14
443,7483308f-885f-4a01-bc6b-f4598ac51ecf,"Beazer Homes USA, Inc.",4897 Newberry Court,Washington,District of Columbia,20370,Trial,5526570495267359,2024-10-12 06:50:25
21,510834ac-915f-4ba9-abbb-5abb88734b95,Bel Fuse Inc.,8004 Naples Place,Houston,Texas,77085,Reseller,6011859908228086,2024-10-10 16:41:41
274,3740b2d1-013f-4c24-80f4-eb03a844608d,Bellatrix Exploration Ltd,10981 Fechtel Avenue,Milwaukee,Wisconsin,53277,Trial,6011904904391940,2024-10-11 15:59:22
140,f0939b92-da94-4150-bbb4-be55942b55d1,"Bio-Rad Laboratories, Inc.",14492 Elijah Loop,Chicago,Illinois,60619,Partner,6011775617822730,2024-10-11 03:34:38
431,fc32ec34-e98a-4fb3-91dd-3a1a369406db,"BioLife Solutions, Inc.",3598 Shauna Lane,Minneapolis,Minnesota,55436,VIP,5174559584231975,2024-10-12 05:54:47
403,fc41ff45-ead9-4200-b6f0-a4a3c1adcab8,Black Box Corporation,2898 Dunham Drive,Boston,Massachusetts,02114,Reseller,5113875682181712,2024-10-12 03:36:38
185,94916917-05a3-4999-8f0f-37f146369c70,BlackRock Capital Investment Corporation,13733 Brusko Drive,Des Moines,Iowa,50330,Educational,6011821179111433,2024-10-11 07:51:54
400,2aa9f936-05d5-4687-8890-c1bb35a0bc33,BlackRock Credit Allocation Income Trust,11297 Hollow Branch Way,Reno,Nevada,89595,Educational,4225405868587637545,2024-10-12 03:18:29
131,f4d7995f-dc8d-41dc-b2af-02e4ac9509be,"Blackrock MuniHoldings New York Quality Fund, Inc.",2249 Bellavista Circle,New Haven,Connecticut,06520,Guest,5354286341770390,2024-10-11 02:43:12
409,a6ba4d42-80fc-4aab-bdba-8a365dce442a,Blackrock MuniYield Pennsylvania Quality Fund,2546 Taos Way,Pasadena,California,91131,Partner,375476843414996,2024-10-12 03:58:36
413,fb5adcac-b6c1-40f3-b0ee-2562a9d6ee43,Blackrock New York Municipal 2018 Term Trust,5245 Pompion Street,New York City,New York,10019,Admin,4424121907040741678,2024-10-12 04:20:44
396,401d19a1-297a-4461-8e55-f5cd7a1f7d4c,"Boston Properties, Inc.",2575 Deskin Lane,Albuquerque,New Mexico,87140,Government,4128418791267185874,2024-10-12 03:02:04
438,a0d7d144-3b67-4151-945b-d601e85befcf,Boston Scientific Corporation,624 White Terrace,Tulsa,Oklahoma,74156,Guest,6011347790996754,2024-10-12 06:32:42
220,2d8398be-ee7d-4011-b3a5-5a8a9a3fa25a,"Bridgepoint Education, Inc.",8326 Hemstead Road,Seattle,Washington,98109,Government,377978068492333,2024-10-11 11:04:00
41,38cb1c66-1498-45f2-8093-ed9615bc4da0,Bright Scholar Education Holdings Limited,3751 Parlor Place,Salt Lake City,Utah,84105,Government,6011225233108163,2024-10-10 18:29:12
66,988301ff-8f13-4fb3-85cc-81ee972f6a0f,Bunge Limited,3918 Wiggins Terrace,San Jose,California,95194,Reseller,4360074883160466707,2024-10-10 20:50:31
244,9617b7ed-b46e-45db-a80c-3d0ab7790ccc,CA Inc.,14025 Muirwood Place,Lynn,Massachusetts,01905,Partner,5221825339816516,2024-10-11 13:20:05
339,6ea86026-42ef-4b52-a6a0-cb26dda6ac71,CIT Group Inc (DEL),14870 Fudge Terrace,Denver,Colorado,80223,Professional,4368423640865,2024-10-11 21:44:49
16,e3baf080-ff7e-46a1-91a6-f02f733f0a4b,CMS Energy Corporation,2857 Agua Way,Washington,District of Columbia,20215,Standard,343715904657964,2024-10-10 16:25:01
452,fcc6b2fb-ab18-462d-9d10-829ad7acb136,CPS Technologies Corp.,6320 Brenda Court,Washington,District of Columbia,20244,Business,341521142297812,2024-10-12 07:53:01
92,e314a689-4ad4-47e5-9ae8-415b19e6e721,"CUI Global, Inc.",9138 Deskin Lane,Atlanta,Georgia,30336,Trial,349990416630223,2024-10-10 22:56:00
86,8e6ce6b9-03f7-41f7-9caf-a7e0c086c3c2,CVB Financial Corporation,13580 Hallandale Lane,Birmingham,Alabama,35231,Standard,6011932613423779,2024-10-10 22:29:01
289,2ceab157-3611-4afa-a313-b03d113d1c31,CVD Equipment Corporation,714 Gayle Mill Drive,Champaign,Illinois,61825,Professional,6011316209602196,2024-10-11 17:03:49
328,71a62cc6-647e-4646-8cd5-bc9468f18ce1,CVS Health Corporation,8966 Esbenshade Way,Washington,District of Columbia,20442,Premium,5457138710297230,2024-10-11 20:43:11
429,969b4721-9052-4694-8422-685925d10d9e,Cameco Corporation,14773 Berrien Court,Biloxi,Mississippi,39534,Enterprise,5349751558153372,2024-10-12 05:41:40
98,672687d7-00a1-4257-8cbe-a46a0505e9a8,Capital One Financial Corporation,3100 Fernandes Court,Phoenix,Arizona,85015,Premium,5380407395361658,2024-10-10 23:25:51
76,1e0ebb42-0134-4ed2-8de1-edaed5710d03,"Caseys General Stores, Inc.",1220 Champion Avenue,Santa Fe,New Mexico,87505,Basic,341469325700373,2024-10-10 21:30:38
49,32cfab91-65d7-4afe-a7c0-239257dfe2de,"Cavium, Inc.",8173 Jeremy Circle,Denver,Colorado,80255,Professional,5305011410598450,2024-10-10 19:15:21
420,01e53690-f4de-4fc2-b92f-a5bfe48131b9,Celyad SA,6847 Churchill Downs,Atlanta,Georgia,31119,Guest,6011461640962195,2024-10-12 05:00:20
6,3c8ec7a4-5163-4aa6-954b-7deebbda0dd7,Centrais Electricas Brasileiras S.A.- Eletrobras,10604 Lartigue Lane,Houston,Texas,77055,Government,376661349943023,2024-10-10 15:27:09
190,bc7123f9-07e9-498e-841e-a9e98cbaab0b,Chesapeake Lodging Trust,6299 Isabella Avenue,Sacramento,California,94230,Admin,5223117759473509,2024-10-11 08:23:14
391,7c33833b-f4e8-4575-ae6c-e40c37776ebb,"Chico's FAS, Inc.",6303 Topping Terrace,Sioux Falls,South Dakota,57198,Admin,5520597716373639,2024-10-12 02:27:41
11,04780a39-6c0c-41d4-a645-1d9a98a2f278,"Children's Place, Inc. (The)",4073 Del Mar Drive,Detroit,Michigan,48232,Professional,6011975024300847,2024-10-10 15:57:40
117,8256df13-86f7-4977-bb98-8fb31393932a,Chimera Investment Corporation,1738 Mcdonald Court,Irving,Texas,75062,Family,6011750451800043,2024-10-11 01:27:11
329,6ebf5afa-00c3-47e1-ba7c-c21006a73361,"China Natural Resources, Inc.",13822 Dobbins Terrace,Falls Church,Virginia,22047,Government,6011470895216629,2024-10-11 20:49:33
42,f089fa38-0702-4e6e-b6c2-f97c9f580bf1,China Southern Airlines Company Limited,2602 Havana Trail,Johnstown,Pennsylvania,15906,Student,5276548254057072,2024-10-10 18:32:26
385,a1526a1f-d060-436c-9ccc-e1aa4eff8604,"Chipotle Mexican Grill, Inc.",12916 Guice Avenue,Staten Island,New York,10305,Corporate,371827870882960,2024-10-12 01:51:29
143,9305c174-817e-4c7b-8b9e-5c4b7b8d1f56,"Choice Hotels International, Inc.",11713 Whittington Circle,Washington,District of Columbia,20078,Educational,375098204482406,2024-10-11 03:56:13
298,ab21801a-8f03-48da-a53c-6ff55996646a,"Churchill Downs, Incorporated",10686 Marrot Terrace,New York City,New York,10150,Standard,5315884422779575,2024-10-11 17:50:03
169,b8b24832-a735-44f8-bdb6-f1f0d5d8db17,Ciena Corporation,12742 Eby Place,Daytona Beach,Florida,32128,Basic,349190741425748,2024-10-11 06:15:39
180,66f2096d-3fa8-4bd2-9dcc-e6392bcb705a,Cimpress N.V,12332 Quill Avenue,Valdosta,Georgia,31605,Business,4117727671126222600,2024-10-11 07:15:01
436,917113e7-f81c-47a1-88ec-3677becd6ea4,"Cirrus Logic, Inc.",13860 Blueberry Way,Danbury,Connecticut,06816,Individual,378323640595870,2024-10-12 06:18:12
469,18ce4622-a961-442d-a083-736bd106e3b7,"Citi Trends, Inc.",12967 Gaitanos Place,Tuscaloosa,Alabama,35487,Moderator,5273241831021729,2024-10-12 09:26:16
122,375f510c-abe2-4190-b735-b57c30dc3c8e,Citigroup Inc.,5301 McKown Lane,Lincoln,Nebraska,68531,Nonprofit,5110908159533702,2024-10-11 01:51:04
322,6fa2ac50-5676-457d-81f2-a28ceb1345de,"Citizens Financial Group, Inc.",11016 Baylor Place,Brooksville,Florida,34605,Corporate,374704381068984,2024-10-11 20:07:12
34,ace7a003-3088-4985-8ccc-91ea942d717d,"City Office REIT, Inc.",4986 Teakwood Lane,Houston,Texas,77005,Educational,370108203874975,2024-10-10 17:51:01
170,feaef2cf-cccf-4b71-90f1-11c0456831b9,Civeo Corporation,7010 Notch Avenue,Temple,Texas,76505,Corporate,6011877083212709,2024-10-11 06:24:17
200,ce0bc50c-1024-4cfd-8e97-4a7673baa5f7,"Cleantech Solutions International, Inc.",2023 MacIntyre Lane,Fresno,California,93726,Premium,4651804205327036766,2024-10-11 09:17:41
78,f58a5818-f1d9-41f2-907f-9e5f30e87739,ClearBridge Dividend Strategy ESG ETF,12011 Barrel Loop,Macon,Georgia,31210,Business,6011946517272702,2024-10-10 21:39:54
211,f7776937-b674-4fc8-bfa0-ccfe0b5cc944,"Clearfield, Inc.",3369 De Lancy Lane,Beaverton,Oregon,97075,Individual,6011545640359855,2024-10-11 10:08:34
448,70637df5-b29d-4bd3-9137-62d28e50c3c6,"Cohen & Steers Infrastructure Fund, Inc",6736 Alysha Avenue,Washington,District of Columbia,20425,Individual,4678270857587,2024-10-12 07:27:39
283,f2404a0b-a962-416d-b274-9f69d010247d,Colfax Corporation,1258 Idle Court,Ashburn,Virginia,22093,Partner,5119849474539548,2024-10-11 16:42:42
407,e83de278-6cd6-4632-8d08-a0e55b05f8b5,"Colony NorthStar, Inc.",1299 Amelia Avenue,New York City,New York,10099,Corporate,6011272658953418,2024-10-12 03:48:35
238,e6a03569-2527-4f68-9609-ee4cc4a5de0d,Comcast Corporation,14292 Oracle Court,El Paso,Texas,88589,Premium,4071940032426188355,2024-10-11 12:44:57
458,6a867843-e45d-4246-9aaf-7e48d7454f35,"Computer Programs and Systems, Inc.",14864 Dewitt Circle,Louisville,Kentucky,40250,Government,376472356327176,2024-10-12 08:24:23
350,6648ead5-e12e-4532-8fcc-4d57b00b5e7d,"Consumer Portfolio Services, Inc.",13939 Tarrson Blvd.,Brooklyn,New York,11236,Admin,4616684595812,2024-10-11 22:49:40
468,1fd9a893-e220-4c56-a289-dd6e4f90ea00,"CorEnergy Infrastructure Trust, Inc.",11842 Cuthbert Circle,Monticello,Minnesota,55590,Standard,346187777727258,2024-10-12 09:18:10
454,663dc9ba-f24b-4da3-a1bc-e0df89313add,Corporate Office Properties Trust,562 Evans Prairie Trail,West Palm Beach,Florida,33405,Guest,6011262077459329,2024-10-12 08:03:09
218,a36f22f0-1920-4065-a67b-97418a45ff68,Costamare Inc.,11759 Bladewood Court,Ogden,Utah,84409,Premium,5379622701739495,2024-10-11 10:50:38
287,b6551a7b-eb0f-4d79-939d-8b95245dfb0f,Cowen Inc.,1686 Creekside Way,Arlington,Virginia,22212,Enterprise,349610147098407,2024-10-11 17:00:06
414,6b003552-6855-4d6e-8609-0e3759d6c778,Credit Acceptance Corporation,5569 Brighton Drive,Little Rock,Arkansas,72209,VIP,6011005789033076,2024-10-12 04:24:52
426,0871f14b-efe5-4fed-a717-3e5b81136c07,CubeSmart,2362 McTuveous Court,Boston,Massachusetts,02216,Family,4613405869501,2024-10-12 05:29:07
137,d7860205-5a43-445d-b40f-d085ebb70add,Cushing Renaissance Fund (The),7738 Kaden Court,Baltimore,Maryland,21282,Business,4762426969934,2024-10-11 03:21:12
387,c4f9b815-dd11-422f-a2b1-bed7c67fd1ff,"Cyclacel Pharmaceuticals, Inc.",10234 Rabbit Run Path,Waterloo,Iowa,50706,VIP,6011991119810764,2024-10-12 02:08:56
121,49486b90-25c8-4083-b1eb-9d7b2f5f6db4,Cytosorbents Corporation,13543 Stephanie Way,Dayton,Ohio,45470,Standard,5328463033353123,2024-10-11 01:41:57
259,4e66ae67-8dbb-427d-b751-1ebd1600a991,DCT Industrial Trust Inc,13750 Moon Flower Place,Brooklyn,New York,11205,Educational,344501388079564,2024-10-11 14:34:34
399,92090e03-d36c-4f8d-8ec8-84c4aa266f91,DLH Holdings Corp.,8226 Ortwein Loop,New York City,New York,10079,Basic,343997472511397,2024-10-12 03:12:33
263,cceafbc7-c3ed-41b6-a697-dd5608524c68,DSW Inc.,2216 Orwell Street,Wilmington,Delaware,19897,Family,4297723312733823185,2024-10-11 15:04:53
369,f506db63-6e04-4948-9eda-bed32cc0b668,DTE Energy Company,4372 Collopy Place,Portland,Maine,04109,Government,4422887686138,2024-10-12 00:20:36
464,7423643b-be5d-442f-b09f-ba79c653ed4f,"DWS High Income Opportunities Fund, Inc.",3773 Marston Way,Jacksonville,Florida,32220,Corporate,4980522247306680,2024-10-12 09:01:12
364,222662da-af0c-412c-be03-0b34a891d02b,Dana Incorporated,10971 Karen Garner Place,Tacoma,Washington,98481,Educational,6011428999962233,2024-10-11 23:56:03
470,a7e89bd5-9d2a-4baa-a886-5f2a689303bf,Deckers Outdoor Corporation,3355 Barbados Place,Washington,District of Columbia,20029,Partner,5326162316851843,2024-10-12 09:35:02
113,9fc0fd11-4404-4794-bbdb-554c0c21b717,Deutsch Bk Contingent Cap Tr V,3060 Walden Way,Austin,Texas,78754,Individual,4982538778815,2024-10-11 01:00:44
326,71f198ae-0945-48b4-8c62-9872d55c0671,"Diamond Hill Investment Group, Inc.",13013 Limerick Lane,Louisville,Kentucky,40298,Student,342227564808654,2024-10-11 20:31:45
149,47d8eb15-1691-4755-8002-4874193e376d,Diamondrock Hospitality Company,7026 Keystone Court,Rochester,New York,14646,VIP,4432037422599649,2024-10-11 04:35:05
318,61905a5d-563a-4a38-a9dd-acba373b359e,Differential Brands Group Inc.,6430 Glenda Place,Austin,Texas,78749,Partner,5567810071961326,2024-10-11 19:53:26
423,163bda15-8730-4700-8bfa-8598cfe0a1f1,"Digital Realty Trust, Inc.",3831 Boxwood Terrace,Scottsdale,Arizona,85271,Basic,347688727276802,2024-10-12 05:14:04
63,04a664d4-0ce7-4382-8e2f-8e609584b3b0,"Diplomat Pharmacy, Inc.",6413 Spoonbill Street,Albany,New York,12232,Professional,5424964268178880,2024-10-10 20:34:05
33,ba107815-587b-49e1-8c8d-a3346a120e1d,Dolby Laboratories,3828 Stetson Street,El Paso,Texas,88558,Family,343778710624335,2024-10-10 17:47:44
258,b0ad7476-d779-4eda-87b4-11200bfccbac,"Dominion Energy, Inc.",1116 Desota Court,Aurora,Colorado,80015,Enterprise,5340617134929081,2024-10-11 14:32:54
168,792c16f7-9fcf-4b03-8f66-570e7043e01a,Dow Chemical Company (The),807 Alandari Lane,Alexandria,Virginia,22333,Student,6011273033901726,2024-10-11 06:14:10
106,504d69d5-911a-4ffa-98c1-3ec053126b41,Ducommun Incorporated,7377 Crane Doran Place,Montgomery,Alabama,36134,Reseller,5207030549079785,2024-10-11 00:19:51
422,ba0c30ac-194d-463a-aebb-c051b30687f4,"Duff & Phelps Utility & Corporate Bond Trust, Inc.",7694 Vermont Avenue,New York City,New York,10292,Reseller,5358219742573481,2024-10-12 05:08:28
357,ff54412f-2ef5-4e80-afd5-af56586ea984,Dynegy Inc.,13062 Vanceboro Court,Riverside,California,92505,Standard,4941750780769,2024-10-11 23:22:08
4,f619d4c9-b373-446d-b99c-f298bb001b95,ENI S.p.A.,903 Pensacola Place,Baton Rouge,Louisiana,70883,Partner,379597700644567,2024-10-10 15:16:14
246,f34c4d6f-4af6-4d5b-b00f-38a326821a26,"EQT Midstream Partners, LP",13965 Deskin Lane,Sioux Falls,South Dakota,57110,Trial,5198304919284981,2024-10-11 13:36:07
336,1ff09c9c-7f8c-4612-bca8-fdbebaacf9b9,ESSA Pharma Inc.,14780 Martinez Drive,Northridge,California,91328,Individual,6011718537719172,2024-10-11 21:26:20
222,4ed190a8-7719-4253-ace3-7414a6c98ec6,Eagle Point Credit Company Inc.,3977 Burns Street,Buffalo,New York,14210,Standard,4040048249371,2024-10-11 11:16:02
115,2533187b-3ed0-48f0-8305-397b96cdde03,Eaton Vance High Income 2021 Target Term Trust,10898 Newcastle Avenue,Fresno,California,93721,Admin,345555847615330,2024-10-11 01:10:53
68,c2e8ad70-e24e-4bd3-8ecb-2bad89fe326d,Eaton Vance Tax-Managed Global Diversified Equity Income Fund,6136 Folkstone Way,Monroe,Louisiana,71208,Enterprise,6011887081720645,2024-10-10 20:55:51
