user_id,user_key,first_name,last_name,email_address,normalized_name,organization_key,role_type,treasuryId,last_login,status,updated_date,imported_date,date_registered,card_id,employee_id,parent_key,sensitive_username,parent_first_name,parent_last_name,shipping_address,shipping_address2,shipping_city,shipping_state,shipping_zip,is_direct_pay_user,is_direct_pay_admin,is_direct_pay_license_admin,user_district_key,user_school_key
11,427cd7cf-c1fa-4904-8ae2-14b72c690469,Gayleen,Everleigh,gayleen.everleigh@yahoo.com,Gayleen Everleigh,8768afb1-dbf0-469b-a8d8-dcc0334c0080,Trainer,427cd7cf-c1fa-4904-8,2024-11-20 13:39:13,0,2024-11-20 13:39:14,2024-10-21 17:59:00,2024-11-20 13:39:14,427cd7cf-c1fa-4904-8ae2-14b72c690469,427cd7cf-c1fa-4904-8ae2-14b72c690469,427cd7cf-c1fa-4904-8ae2-14b72c690469,geverleigh30931,Gayleen,Everleigh,904 Hensley Avenue,904 Hensley Avenue,Washington,DC,20425,1,1,1,427cd7cf-c1fa-4904-8ae2-14b72c690469,427cd7cf-c1fa-4904-8ae2-14b72c690469
12,3fec3d5d-876d-4dc7-b274-e76eb8c33c07,Burl,Ingraham,burl.ingraham@orange.fr,Burl Ingraham,12cc0a92-9c44-4283-b50b-a2c5c0423372,Employee,3fec3d5d-876d-4dc7-b,2024-12-19 07:46:23,1,2024-12-19 07:46:24,2024-10-21 18:00:32,2024-12-19 07:46:24,3fec3d5d-876d-4dc7-b274-e76eb8c33c07,3fec3d5d-876d-4dc7-b274-e76eb8c33c07,3fec3d5d-876d-4dc7-b274-e76eb8c33c07,bingraham35267,Burl,Ingraham,2085 Clarks Hill Way,2085 Clarks Hill Way,Houston,TX,77030,1,1,1,3fec3d5d-876d-4dc7-b274-e76eb8c33c07,3fec3d5d-876d-4dc7-b274-e76eb8c33c07
13,824fd6de-5d29-40a2-b31c-f4385c166697,Emma,Ferenczi,emma.ferenczi@live.co.uk,Emma Ferenczi,11d22a1f-0a66-41d5-9dea-cb0ece20142a,Support Staff,824fd6de-5d29-40a2-b,2025-02-17 17:01:56,0,2025-02-17 17:01:57,2024-10-21 18:02:47,2025-02-17 17:01:57,824fd6de-5d29-40a2-b31c-f4385c166697,824fd6de-5d29-40a2-b31c-f4385c166697,824fd6de-5d29-40a2-b31c-f4385c166697,eferenczi18415,Emma,Ferenczi,4567 Priscilla Loop,4567 Priscilla Loop,Chattanooga,TN,37416,1,1,1,824fd6de-5d29-40a2-b31c-f4385c166697,824fd6de-5d29-40a2-b31c-f4385c166697
14,0a330481-f7ce-43a7-b873-9a44c3a36bfb,Violette,Muckian,violette.muckian@live.nl,Violette Muckian,d8281e6b-bd7b-4deb-80a8-849f6547d4b3,Manager,0a330481-f7ce-43a7-b,2025-02-19 16:41:47,1,2025-02-19 16:41:48,2024-10-21 18:06:31,2025-02-19 16:41:48,0a330481-f7ce-43a7-b873-9a44c3a36bfb,0a330481-f7ce-43a7-b873-9a44c3a36bfb,0a330481-f7ce-43a7-b873-9a44c3a36bfb,vmuckian15228,Violette,Muckian,4648 Glenarden Path,4648 Glenarden Path,Green Bay,WI,54305,1,1,1,0a330481-f7ce-43a7-b873-9a44c3a36bfb,0a330481-f7ce-43a7-b873-9a44c3a36bfb
15,0d20ed56-48e2-4787-9dd3-b865554830d1,Isacco,Clarae,isacco.clarae@gmail.com,Isacco Clarae,e85dd74d-fc91-4fe0-8fcf-ca3ecba25efe,Director,0d20ed56-48e2-4787-9,2025-03-07 15:01:28,0,2025-03-07 15:01:29,2024-10-21 18:10:18,2025-03-07 15:01:29,0d20ed56-48e2-4787-9dd3-b865554830d1,0d20ed56-48e2-4787-9dd3-b865554830d1,0d20ed56-48e2-4787-9dd3-b865554830d1,iclarae50708,Isacco,Clarae,5303 San Pedro Drive,5303 San Pedro Drive,Norfolk,VA,23514,1,1,1,0d20ed56-48e2-4787-9dd3-b865554830d1,0d20ed56-48e2-4787-9dd3-b865554830d1
16,657e8a1e-0297-4c5e-87a6-1afd8c6f0bcf,Ollie,Keese,ollie.keese@live.com.au,Ollie Keese,3a32ee3a-18f8-4b55-a86a-4f4cecdd02bb,Trainer,657e8a1e-0297-4c5e-8,2025-09-18 20:54:43,1,2025-09-18 20:54:44,2024-10-21 18:14:28,2025-09-18 20:54:44,657e8a1e-0297-4c5e-87a6-1afd8c6f0bcf,657e8a1e-0297-4c5e-87a6-1afd8c6f0bcf,657e8a1e-0297-4c5e-87a6-1afd8c6f0bcf,okeese35368,Ollie,Keese,13326 Bernwell Court,13326 Bernwell Court,Houston,TX,77218,0,0,0,657e8a1e-0297-4c5e-87a6-1afd8c6f0bcf,657e8a1e-0297-4c5e-87a6-1afd8c6f0bcf
17,ff35ec4a-9cea-4756-8dfa-a79626788ace,Gaynor,Denes,gaynor.denes@hotmail.com,Gaynor Denes,7b8c3434-2008-40ed-9ee0-5970c28f4a63,Employee,ff35ec4a-9cea-4756-8,2024-12-06 01:49:28,1,2024-12-06 01:49:29,2024-10-21 18:23:27,2024-12-06 01:49:29,ff35ec4a-9cea-4756-8dfa-a79626788ace,ff35ec4a-9cea-4756-8dfa-a79626788ace,ff35ec4a-9cea-4756-8dfa-a79626788ace,gdenes37465,Gaynor,Denes,1541 Joyce Lane,1541 Joyce Lane,Minneapolis,MN,55470,1,1,1,ff35ec4a-9cea-4756-8dfa-a79626788ace,ff35ec4a-9cea-4756-8dfa-a79626788ace
18,c94aaaef-39b9-4f02-b923-e942dc20f9d2,Devondra,Weedon,devondra.weedon@hotmail.com,Devondra Weedon,b57ab9fc-1508-4edb-a8a3-7eb9d4738837,Support Staff,c94aaaef-39b9-4f02-b,2025-06-25 15:32:33,0,2025-06-25 15:32:34,2024-10-21 18:25:22,2025-06-25 15:32:34,c94aaaef-39b9-4f02-b923-e942dc20f9d2,c94aaaef-39b9-4f02-b923-e942dc20f9d2,c94aaaef-39b9-4f02-b923-e942dc20f9d2,dweedon12097,Devondra,Weedon,9824 Langley Loop,9824 Langley Loop,Frederick,MD,21705,0,0,0,c94aaaef-39b9-4f02-b923-e942dc20f9d2,c94aaaef-39b9-4f02-b923-e942dc20f9d2
19,47f0fb52-480c-44b3-a3b0-4695a96a4855,Catlaina,Karus,catlaina.karus@gmail.com,Catlaina Karus,de3c8470-9bf6-4071-bb1e-0359fcaea20b,Manager,47f0fb52-480c-44b3-a,2024-11-13 02:38:54,0,2024-11-13 02:38:55,2024-10-21 18:32:15,2024-11-13 02:38:55,47f0fb52-480c-44b3-a3b0-4695a96a4855,47f0fb52-480c-44b3-a3b0-4695a96a4855,47f0fb52-480c-44b3-a3b0-4695a96a4855,ckarus15676,Catlaina,Karus,597 Hobbs Court,597 Hobbs Court,Erie,PA,16534,1,1,1,47f0fb52-480c-44b3-a3b0-4695a96a4855,47f0fb52-480c-44b3-a3b0-4695a96a4855
20,a1dcee8f-5fd1-44fa-8073-806512de3e54,Toddy,Pfeffle,toddy.pfeffle@hotmail.com,Toddy Pfeffle,a14dd5c2-ee56-415d-ba85-ac56b12ca21a,Director,a1dcee8f-5fd1-44fa-8,2025-09-02 22:47:24,1,2025-09-02 22:47:25,2024-10-21 18:33:36,2025-09-02 22:47:25,a1dcee8f-5fd1-44fa-8073-806512de3e54,a1dcee8f-5fd1-44fa-8073-806512de3e54,a1dcee8f-5fd1-44fa-8073-806512de3e54,tpfeffle9276,Toddy,Pfeffle,12672 Stratford Lane,12672 Stratford Lane,San Jose,CA,95160,0,0,0,a1dcee8f-5fd1-44fa-8073-806512de3e54,a1dcee8f-5fd1-44fa-8073-806512de3e54
21,c851da6c-22b6-4b96-87c3-83e3e3108b51,Georgie,Arthur,georgie.arthur@yahoo.com,Georgie Arthur,3258639e-1307-4319-bfc5-ed15cab861fa,Contractor,c851da6c-22b6-4b96-8,2025-02-14 09:42:49,1,2025-02-14 09:42:50,2024-10-21 18:42:12,2025-02-14 09:42:50,c851da6c-22b6-4b96-87c3-83e3e3108b51,c851da6c-22b6-4b96-87c3-83e3e3108b51,c851da6c-22b6-4b96-87c3-83e3e3108b51,garthur50617,Georgie,Arthur,4431 Jones Lane,4431 Jones Lane,Charlotte,NC,28205,1,1,1,c851da6c-22b6-4b96-87c3-83e3e3108b51,c851da6c-22b6-4b96-87c3-83e3e3108b51
22,cb49f066-be85-4083-bb32-52f32818af79,Vi,Cuddehy,vi.cuddehy@gmail.com,Vi Cuddehy,f5eff6ae-0a9c-4ea5-a24b-a5d749a69a08,Administrator,cb49f066-be85-4083-b,2025-04-19 21:06:34,0,2025-04-19 21:06:35,2024-10-21 18:45:51,2025-04-19 21:06:35,cb49f066-be85-4083-bb32-52f32818af79,cb49f066-be85-4083-bb32-52f32818af79,cb49f066-be85-4083-bb32-52f32818af79,vcuddehy23748,Vi,Cuddehy,7080 Weaton Court,7080 Weaton Court,Santa Barbara,CA,93106,1,1,1,cb49f066-be85-4083-bb32-52f32818af79,cb49f066-be85-4083-bb32-52f32818af79
23,08ecae27-ccf2-486e-9918-2eb306d23f0f,Barnett,Medlar,barnett.medlar@gmail.com,Barnett Medlar,fbd90540-992a-4173-a8d0-55d822a5b6c6,Intern,08ecae27-ccf2-486e-9,2025-08-12 00:57:42,0,2025-08-12 00:57:43,2024-10-21 18:51:05,2025-08-12 00:57:43,08ecae27-ccf2-486e-9918-2eb306d23f0f,08ecae27-ccf2-486e-9918-2eb306d23f0f,08ecae27-ccf2-486e-9918-2eb306d23f0f,bmedlar59628,Barnett,Medlar,11772 Kananwood Terrace,11772 Kananwood Terrace,Los Angeles,CA,90010,0,0,0,08ecae27-ccf2-486e-9918-2eb306d23f0f,08ecae27-ccf2-486e-9918-2eb306d23f0f
24,671b0e44-330d-46c7-8109-dff8e55f5380,Bernardine,Smowton,bernardine.smowton@yahoo.com,Bernardine Smowton,c773f5ab-8f9e-494d-a00c-dcf2049da9ef,Developer,671b0e44-330d-46c7-8,2025-05-14 00:37:40,1,2025-05-14 00:37:41,2024-10-21 18:59:08,2025-05-14 00:37:41,671b0e44-330d-46c7-8109-dff8e55f5380,671b0e44-330d-46c7-8109-dff8e55f5380,671b0e44-330d-46c7-8109-dff8e55f5380,bsmowton62168,Bernardine,Smowton,8073 Garner Path,8073 Garner Path,Macon,GA,31296,0,0,0,671b0e44-330d-46c7-8109-dff8e55f5380,671b0e44-330d-46c7-8109-dff8e55f5380
25,40413f56-4f1a-4219-9104-b0d0f7a44bcc,Tania,Ketteringham,tania.ketteringham@hotmail.fr,Tania Ketteringham,d7f404ff-db4f-4328-bfcc-3023b3391dd9,Team Lead,40413f56-4f1a-4219-9,2025-09-28 23:33:31,0,2025-09-28 23:33:32,2024-10-21 19:04:58,2025-09-28 23:33:32,40413f56-4f1a-4219-9104-b0d0f7a44bcc,40413f56-4f1a-4219-9104-b0d0f7a44bcc,40413f56-4f1a-4219-9104-b0d0f7a44bcc,tketteringham42800,Tania,Ketteringham,13742 Daughtry Court,13742 Daughtry Court,Birmingham,AL,35279,0,0,0,40413f56-4f1a-4219-9104-b0d0f7a44bcc,40413f56-4f1a-4219-9104-b0d0f7a44bcc
26,2a50b594-4ab2-4d71-b600-140470f4645a,Flossi,Ruckhard,flossi.ruckhard@hotmail.com,Flossi Ruckhard,40679245-d5a4-4aaf-af37-c52ea54abb73,Analyst,2a50b594-4ab2-4d71-b,2025-02-09 04:01:45,1,2025-02-09 04:01:46,2024-10-21 19:14:12,2025-02-09 04:01:46,2a50b594-4ab2-4d71-b600-140470f4645a,2a50b594-4ab2-4d71-b600-140470f4645a,2a50b594-4ab2-4d71-b600-140470f4645a,fruckhard52048,Flossi,Ruckhard,4216 Stuck Terrace,4216 Stuck Terrace,Colorado Springs,CO,80910,1,1,1,2a50b594-4ab2-4d71-b600-140470f4645a,2a50b594-4ab2-4d71-b600-140470f4645a
27,37ba605b-d496-46d1-9f71-a5c17a96c6b9,Renata,Guite,renata.guite@yahoo.com,Renata Guite,ff35ec4a-9cea-4756-8dfa-a79626788ace,Consultant,37ba605b-d496-46d1-9,2025-10-02 17:25:09,0,2025-10-02 17:25:10,2024-10-21 19:17:43,2025-10-02 17:25:10,37ba605b-d496-46d1-9f71-a5c17a96c6b9,37ba605b-d496-46d1-9f71-a5c17a96c6b9,37ba605b-d496-46d1-9f71-a5c17a96c6b9,rguite58506,Renata,Guite,13896 Iron Oak Way,13896 Iron Oak Way,Houston,TX,77015,0,0,0,37ba605b-d496-46d1-9f71-a5c17a96c6b9,37ba605b-d496-46d1-9f71-a5c17a96c6b9
28,da8bdc84-e2a6-4ff5-a954-a1a0091d9239,Veda,Padginton,veda.padginton@yahoo.com,Veda Padginton,377cf2da-bd49-4eb7-b157-f7e95223f7ea,Guest,da8bdc84-e2a6-4ff5-a,2025-01-22 10:05:41,1,2025-01-22 10:05:42,2024-10-21 19:27:03,2025-01-22 10:05:42,da8bdc84-e2a6-4ff5-a954-a1a0091d9239,da8bdc84-e2a6-4ff5-a954-a1a0091d9239,da8bdc84-e2a6-4ff5-a954-a1a0091d9239,vpadginton44422,Veda,Padginton,3486 Booth Place,3486 Booth Place,El Paso,TX,79916,1,1,1,da8bdc84-e2a6-4ff5-a954-a1a0091d9239,da8bdc84-e2a6-4ff5-a954-a1a0091d9239
29,314f828e-db9b-4ff7-b498-4bd3ad1a9eba,Glory,Bartkiewicz,glory.bartkiewicz@yahoo.co.uk,Glory Bartkiewicz,da5cb143-a444-4eb2-aa5e-2160fb578688,Coordinator,314f828e-db9b-4ff7-b,2024-12-20 04:59:12,0,2024-12-20 04:59:13,2024-10-21 19:30:08,2024-12-20 04:59:13,314f828e-db9b-4ff7-b498-4bd3ad1a9eba,314f828e-db9b-4ff7-b498-4bd3ad1a9eba,314f828e-db9b-4ff7-b498-4bd3ad1a9eba,gbartkiewicz8037,Glory,Bartkiewicz,2122 Hillstream Street,2122 Hillstream Street,Alexandria,VA,22301,1,1,1,314f828e-db9b-4ff7-b498-4bd3ad1a9eba,314f828e-db9b-4ff7-b498-4bd3ad1a9eba
30,0fa6882c-760c-4771-befb-c50fe21d9ea7,Nettie,Shimony,nettie.shimony@gmail.com,Nettie Shimony,0c4ceb7e-79e1-4a66-b477-7b44afcb4960,Supervisor,0fa6882c-760c-4771-b,2025-08-08 00:39:21,1,2025-08-08 00:39:22,2024-10-21 19:32:24,2025-08-08 00:39:22,0fa6882c-760c-4771-befb-c50fe21d9ea7,0fa6882c-760c-4771-befb-c50fe21d9ea7,0fa6882c-760c-4771-befb-c50fe21d9ea7,nshimony38120,Nettie,Shimony,11607 Manor Downs,11607 Manor Downs,Des Moines,IA,50330,0,0,0,0fa6882c-760c-4771-befb-c50fe21d9ea7,0fa6882c-760c-4771-befb-c50fe21d9ea7
31,4e4eac61-9ba6-4b22-bf05-ac421b68ca69,Kristofor,Mainson,kristofor.mainson@gmail.com,Kristofor Mainson,990d8754-8e95-4ac1-a00e-b5d36f71f57a,Director,4e4eac61-9ba6-4b22-b,2025-10-25 21:22:51,0,2025-10-25 21:22:52,2024-10-21 19:40:21,2025-10-25 21:22:52,4e4eac61-9ba6-4b22-bf05-ac421b68ca69,4e4eac61-9ba6-4b22-bf05-ac421b68ca69,4e4eac61-9ba6-4b22-bf05-ac421b68ca69,kmainson39709,Kristofor,Mainson,14847 Rhapsody Path,14847 Rhapsody Path,San Diego,CA,92145,0,0,0,4e4eac61-9ba6-4b22-bf05-ac421b68ca69,4e4eac61-9ba6-4b22-bf05-ac421b68ca69
32,12cc0a92-9c44-4283-b50b-a2c5c0423372,Cara,Simonyi,cara.simonyi@msn.com,Cara Simonyi,fdebec11-d53e-44f2-81e2-8c8cbac7b82a,Contractor,12cc0a92-9c44-4283-b,2025-05-14 14:11:00,1,2025-05-14 14:11:01,2024-10-21 19:50:15,2025-05-14 14:11:01,12cc0a92-9c44-4283-b50b-a2c5c0423372,12cc0a92-9c44-4283-b50b-a2c5c0423372,12cc0a92-9c44-4283-b50b-a2c5c0423372,csimonyi46066,Cara,Simonyi,8096 Hanes Avenue,8096 Hanes Avenue,Fort Lauderdale,FL,33345,0,0,0,12cc0a92-9c44-4283-b50b-a2c5c0423372,12cc0a92-9c44-4283-b50b-a2c5c0423372
33,4d6a45af-9a1b-4d80-8cd1-6ca686247e42,Eba,Linster,eba.linster@hotmail.com,Eba Linster,360ffca3-7fa1-4664-8c11-075da6290984,Administrator,4d6a45af-9a1b-4d80-8,2025-06-28 19:28:04,0,2025-06-28 19:28:05,2024-10-21 19:56:06,2025-06-28 19:28:05,4d6a45af-9a1b-4d80-8cd1-6ca686247e42,4d6a45af-9a1b-4d80-8cd1-6ca686247e42,4d6a45af-9a1b-4d80-8cd1-6ca686247e42,elinster9866,Eba,Linster,9954 Chilton Court,9954 Chilton Court,Eugene,OR,97405,0,0,0,4d6a45af-9a1b-4d80-8cd1-6ca686247e42,4d6a45af-9a1b-4d80-8cd1-6ca686247e42
34,1c09a51a-afc7-4f9e-af87-18032ff28d51,Allina,Gingel,allina.gingel@hotmail.com,Allina Gingel,1ec01ff8-fae1-49f8-99e4-d9e6f69d4b5d,Employee,1c09a51a-afc7-4f9e-a,2025-05-26 06:25:09,1,2025-05-26 06:25:10,2024-10-21 20:03:04,2025-05-26 06:25:10,1c09a51a-afc7-4f9e-af87-18032ff28d51,1c09a51a-afc7-4f9e-af87-18032ff28d51,1c09a51a-afc7-4f9e-af87-18032ff28d51,agingel12854,Allina,Gingel,8576 Castano Place,8576 Castano Place,Fort Wayne,IN,46857,0,0,0,1c09a51a-afc7-4f9e-af87-18032ff28d51,1c09a51a-afc7-4f9e-af87-18032ff28d51
35,fff768f6-a0ef-4354-8812-ae8000c77526,Padraic,Bohden,padraic.bohden@hotmail.com,Padraic Bohden,5f586eed-91f9-411c-b2fa-edade5b7bf07,Intern,fff768f6-a0ef-4354-8,2025-04-20 05:54:31,1,2025-04-20 05:54:32,2024-10-21 20:09:12,2025-04-20 05:54:32,fff768f6-a0ef-4354-8812-ae8000c77526,fff768f6-a0ef-4354-8812-ae8000c77526,fff768f6-a0ef-4354-8812-ae8000c77526,pbohden28691,Padraic,Bohden,7095 Bayhill Court,7095 Bayhill Court,Los Angeles,CA,90094,1,1,1,fff768f6-a0ef-4354-8812-ae8000c77526,fff768f6-a0ef-4354-8812-ae8000c77526
36,d9cef964-d775-4235-abd4-3db19cadcf4a,Antonina,Corzor,antonina.corzor@yahoo.com,Antonina Corzor,3ef7cbe0-fd84-4612-b80e-de5a7ad86d4f,Manager,d9cef964-d775-4235-a,2025-01-04 23:28:29,0,2025-01-04 23:28:30,2024-10-21 20:14:27,2025-01-04 23:28:30,d9cef964-d775-4235-abd4-3db19cadcf4a,d9cef964-d775-4235-abd4-3db19cadcf4a,d9cef964-d775-4235-abd4-3db19cadcf4a,acorzor27900,Antonina,Corzor,2770 Ortega Way,2770 Ortega Way,Pompano Beach,FL,33064,1,1,1,d9cef964-d775-4235-abd4-3db19cadcf4a,d9cef964-d775-4235-abd4-3db19cadcf4a
37,7bae7b16-642b-4b54-b040-5be0ce4a46b2,Kaspar,Faich,kaspar.faich@yahoo.com,Kaspar Faich,fe20def8-1c6a-4b41-bc3c-0bbae96b0ee0,Coordinator,7bae7b16-642b-4b54-b,2024-11-05 03:02:43,0,2024-11-05 03:02:44,2024-10-21 20:17:06,2024-11-05 03:02:44,7bae7b16-642b-4b54-b040-5be0ce4a46b2,7bae7b16-642b-4b54-b040-5be0ce4a46b2,7bae7b16-642b-4b54-b040-5be0ce4a46b2,kfaich60303,Kaspar,Faich,269 Sevilla Place,269 Sevilla Place,Richmond,VA,23242,1,1,1,7bae7b16-642b-4b54-b040-5be0ce4a46b2,7bae7b16-642b-4b54-b040-5be0ce4a46b2
