organization_id,organization_key,name,address,city,state,zip,type,bank_account,created_dtm
104,c0d90db7-4e46-403a-bcc8-238daa415a64,WMIH Corp.,3327 Overbrook Court,Pasadena,California,91131,Admin,ZL65OCJQ1317195611,2024-10-22 02:38:16
476,da5cb143-a444-4eb2-aa5e-2160fb578688,"WESCO International, Inc.",2986 Millican Avenue,Brooklyn,New York,11220,Enterprise,HA28DKMY9515683009,2024-10-23 12:53:14
300,8be70c1f-9554-4fa2-9142-fb0285e734ba,WD-40 Company,11726 Evelynton Loop,Columbus,Mississippi,39705,Lifetime,II95SRAW8918895424,2024-10-22 21:18:39
451,1a628b5b-6417-4fcc-9b08-dd1e00d4ee13,W.R. Berkley Corporation,2827 Arcola Court,Los Angeles,California,90040,Trial,QP06RYIU2967904471,2024-10-23 10:30:45
289,cef33b79-ee8e-4cb3-8425-6c2a07632d7f,Voya Global Equity Dividend and Premium Opportunity Fund,103 Elizabeth Court,Paterson,New Jersey,07522,Standard,GY69YNQU7011890229,2024-10-22 20:15:14
25,40413f56-4f1a-4219-9104-b0d0f7a44bcc,"Vivint Solar, Inc.",13742 Daughtry Court,Birmingham,Alabama,35279,Admin,KX42DARI5844700516,2024-10-21 19:04:58
268,8a00ce89-2e1c-412f-87c1-c229919a0acb,Visteon Corporation,8305 Netherwood Place,El Paso,Texas,79999,Enterprise,KG87DKVS0311691228,2024-10-22 17:51:18
69,01c4ce30-bc14-45ea-bb62-a489002c04b3,Virtus Total Return Fund Inc.,7961 Milford Avenue,Kingsport,Tennessee,37665,Reseller,AK33OTIZ5402330367,2024-10-21 23:05:23
397,6d82de7c-30dc-4c8e-bff1-7cc851683d79,"Virtu Financial, Inc.",14388 Barley Path,Dayton,Ohio,45414,Nonprofit,GD42MCYK2481011850,2024-10-23 05:41:42
51,a992e774-4ca9-4d0e-91e5-7e7b7e9c473b,Village Bank and Trust Financial Corp.,7741 Everwood Court,Pocatello,Idaho,83206,Seasonal,YF72QUXD2528256575,2024-10-21 21:29:34
366,3bb033d7-25cc-4c6e-ad0c-0ebef5bd08dd,VictoryShares International High Div Volatility Wtd ETF,1622 Florahome Way,Paterson,New Jersey,07544,Enterprise,KX70BGWJ1564646428,2024-10-23 02:46:56
262,1ff49dff-0f36-4dd3-bbee-a85484ea6ff6,VictoryShares Dividend Accelerator ETF,3103 Morven Park Way,Springfield,Massachusetts,01114,Affiliate,TU49NSWS3193841726,2024-10-22 17:26:38
270,33ac4327-347c-409e-973c-ec588f1b2917,Viad Corp,11957 Meadow Lawn Lane,Orlando,Florida,32885,Standard,DM72GZUW1050381877,2024-10-22 18:04:02
114,20e13272-fc16-4fbf-a629-f09937e6f00a,"VeriSign, Inc.",10553 Sweetwater Terrace,Olympia,Washington,98506,Standard,YV57RZEF3830051361,2024-10-22 03:19:39
256,07c04657-c687-496f-a9d9-37253ae8f162,VelocityShares 3x Inverse Silver ETN,6292 Jebber Loop,Newark,Delaware,19725,Guest,ZY86VRUU8705889936,2024-10-22 16:55:13
413,1b484c63-dd21-42fe-b8f3-274f99d27f4b,Vanguard Russell 2000 Growth ETF,10360 Alsobrook Court,Texarkana,Texas,75507,Family,CE50BOUK2735822563,2024-10-23 07:18:03
422,aa4a0b46-835a-4fd3-b6c7-c02c67899f07,Vanguard Russell 2000 ETF,3050 Cammarano Place,New Orleans,Louisiana,70165,Moderator,CP73CJTJ3777294411,2024-10-23 08:02:19
209,eda15809-3cff-4415-8cd6-5d2002fa370b,Vanguard Russell 1000 ETF,4153 Westminster Court,Boise,Idaho,83705,Partner,NR34KANK8070489698,2024-10-22 12:13:07
118,d1f6809e-0898-4b9f-b6bb-bbfd0f75e2c9,VanEck Vectors Biotech ETF,6830 Fontana Court,Washington,District of Columbia,20205,Family,VU74URAY5171778689,2024-10-22 03:44:12
175,b14b8177-0f3a-4243-883b-434df3c068ec,VCA Inc. ,8517 Ruthie Road,Minneapolis,Minnesota,55428,Trial,SX78MWYU9369627067,2024-10-22 08:56:03
287,023984cf-6080-4435-84e2-098ae0322255,"Upland Software, Inc.",10593 Leslie Lane,Bronx,New York,10474,Nonprofit,BR35UYYE8458590903,2024-10-22 19:58:14
313,b3c20354-88cc-4ecc-b3e1-8f282683075f,Univar Inc.,9870 Punta Rassa Lane,Philadelphia,Pennsylvania,19104,Affiliate,OB74RMSE4940638049,2024-10-22 22:16:26
92,fd29c657-99c6-483c-b72d-5108d9c260c1,United States Cellular Corporation,2832 Sun Valley Place,New York City,New York,10125,Guest,LH12CVIY6108581413,2024-10-22 01:23:37
117,32564f9c-2ee9-4318-bd89-1444cde55d26,"United Financial Bancorp, Inc. ",8709 Tatum Terrace,Kansas City,Missouri,64109,Moderator,LI06YWDT0410873445,2024-10-22 03:37:59
196,7b2a5bf0-4617-4ba7-84ab-6fa50e246169,United Community Financial Corp.,14290 Duffy Loop,Albuquerque,New Mexico,87115,Nonprofit,LQ51XIGR3059773279,2024-10-22 11:07:54
301,3a6ca624-c463-4622-983c-e688e66b48c2,"Ultra Clean Holdings, Inc.",12149 Galewski Lane,Lehigh Acres,Florida,33972,Guest,FB83FYQJ9065441970,2024-10-22 21:26:41
367,a0f95a8d-4313-4989-8df3-9844c7dc0dd8,"Ubiquiti Networks, Inc.",13152 Wax Berry Court,Bradenton,Florida,34282,Seasonal,KF53HTGZ7303734036,2024-10-23 02:48:54
314,d1190ccc-41be-4e9a-9e45-9896b86aef7f,USG Corporation,13601 Sadie Avenue,Tucson,Arizona,85705,Standard,GN94PXCU5370285863,2024-10-22 22:23:21
280,d89c5272-65cc-4862-b10c-46cf0e3a6801,"USANA Health Sciences, Inc.",12928 Easley Way,Tallahassee,Florida,32314,Admin,QB66JWND1628933008,2024-10-22 19:16:12
297,2c103b8e-420a-43e8-987b-11b40b9441f9,"UFP Technologies, Inc.",5402 Julia Court,Madison,Wisconsin,53705,Seasonal,GP47SXKH6681071208,2024-10-22 21:04:01
16,657e8a1e-0297-4c5e-87a6-1afd8c6f0bcf,U.S. Energy Corp.,13326 Bernwell Court,Houston,Texas,77218,Admin,IC10AJGH3186672844,2024-10-21 18:14:28
148,1ec01ff8-fae1-49f8-99e4-d9e6f69d4b5d,"U.S. Auto Parts Network, Inc.",6343 Sun Valley Place,Greenville,South Carolina,29605,Trial,WZ80ADGN6662158051,2024-10-22 06:38:48
351,07739465-162e-4d5e-9d13-9ef572be9834,Tuttle Tactical Management U.S. Core ETF,6531 Mccray Avenue,Milwaukee,Wisconsin,53285,Standard,SU91CNHR9693203948,2024-10-23 01:25:58
356,0f985656-761c-4b50-a46f-007716292ea2,"Trupanion, Inc.",1282 Carmen Rene Way,Washington,District of Columbia,20319,Reseller,GA68JYZO9684789163,2024-10-23 01:53:52
85,335c94c8-e391-49c9-8139-db4b50b0d4a5,Trimble Inc.,14319 Lartigue Lane,New York City,New York,10131,Individual,NG38TZQW0516213827,2024-10-22 00:31:39
205,1586d3f4-9386-4e5c-b391-2bf26c0a9040,Toyota Motor Corp Ltd Ord,4682 Viola Court,Trenton,New Jersey,08603,Trial,KQ19ZPOV2059916750,2024-10-22 11:59:58
360,3f4090fa-4831-4d79-878c-964f610b75a9,"Tootsie Roll Industries, Inc.",9593 Shumate Court,Naples,Florida,34108,Enterprise,ES11NNPT3106673194,2024-10-23 02:08:55
225,00bf53ee-e9a7-42b3-9627-7544e6cc6952,Till Capital Ltd.,5669 Inkwood Lane,Tulsa,Oklahoma,74126,Guest,HD67OCJF4964616305,2024-10-22 13:46:18
368,3b42a5a6-6b65-4495-bd4f-c26714b7eaba,Therapix Biosciences Ltd.,8628 Kim Porter Way,Evansville,Indiana,47747,Standard,CH61JOOH8291859829,2024-10-23 02:57:47
321,6f58e188-7baa-4b45-80d6-012891a1c02c,"The Ultimate Software Group, Inc.",9844 Virgil Place,New Haven,Connecticut,06538,Moderator,WQ54ZNZE2702225683,2024-10-22 23:04:35
11,427cd7cf-c1fa-4904-8ae2-14b72c690469,"The Navigators Group, Inc.",904 Hensley Avenue,Washington,District of Columbia,20425,Reseller,JQ36ZLUR0560386537,2024-10-21 17:59:00
462,c427532e-97ca-4049-8b4b-073d212009e6,"The Meet Group, Inc.",1580 Kent Lane,Valdosta,Georgia,31605,Nonprofit,EH91NGLL2884660638,2024-10-23 11:41:46
444,68b2f242-b114-4e5a-9b7a-a3a1779a4055,"The Hanover Insurance Group, Inc.",5187 Pietro Place,Jacksonville,Florida,32204,Student,AQ86XNSF1536277375,2024-10-23 09:51:31
52,938d3732-e855-46bc-8f39-f813ef6dd294,The Carlyle Group L.P.,11913 Eunice Street,Houston,Texas,77085,Individual,PH25CBTW8442053101,2024-10-21 21:35:12
329,f057c78a-f18a-478a-9b5a-ae09a4555f3c,The Blackstone Group L.P.,8384 Avalos Drive,Montgomery,Alabama,36177,Business,WR62NGSP3215678964,2024-10-22 23:46:31
107,77989b7a-2698-4843-86e7-e15cbf535a9c,Texas Pacific Land Trust,12302 Mack Street,Charleston,West Virginia,25389,Lifetime,MJ28NWID6083218721,2024-10-22 02:52:04
147,0e6aa0f9-daa7-4993-9427-21f5f9a4ea06,Texas Instruments Incorporated,11256 Bower Lane,Newark,New Jersey,07188,Seasonal,AK66KMQK8203150285,2024-10-22 06:31:03
248,63c7f224-183f-447c-8a1a-59a1cef63594,"Texas Capital Bancshares, Inc.",14388 Arbella Loop,El Paso,Texas,79977,Admin,LS04GPWA2994257360,2024-10-22 16:01:55
320,68010f56-d3a0-4f57-bcee-07632a3ad533,"Tesla, Inc. ",9600 Waycross Place,Macon,Georgia,31205,Seasonal,KO88KUZP6221064631,2024-10-22 22:57:50
214,7eb50db5-1881-45c7-8451-9b040e19a923,"TerraForm Power, Inc.",13011 Simons Lane,Washington,District of Columbia,20073,Individual,HF02GNLI5760181250,2024-10-22 12:44:23
66,bd8d137d-5d4a-4330-89f7-c43b909c5d9c,Tennant Company,2259 Veronica Court,Akron,Ohio,44321,Guest,TO32QOKP1176068242,2024-10-21 22:55:05
59,ba14073c-a553-4160-ad81-b12eb3b91c82,Telefonica SA,1720 Belton Lane,Lubbock,Texas,79452,Lifetime,MB99AEDL0511635624,2024-10-21 22:18:13
29,314f828e-db9b-4ff7-b498-4bd3ad1a9eba,Teledyne Technologies Incorporated,2122 Hillstream Street,Alexandria,Virginia,22301,Nonprofit,VN66JHFL3836746409,2024-10-21 19:30:08
311,16b62217-abf6-46e1-a735-db2b63ba1c7d,Tecnoglass Inc.,4041 Jeter Court,Fort Pierce,Florida,34949,Partner,FO94GOCS2177620407,2024-10-22 22:09:03
438,8fbfc18d-cd81-4cc3-91bb-b6811c58440f,Target Corporation,7807 Hartley Place,Atlanta,Georgia,31132,Individual,ZL86HOGM7449432105,2024-10-23 09:24:55
432,ea8fe25c-480e-427c-a239-1d5d3439049c,"Tallgrass Energy GP, LP",2102 Suffield Street,Las Vegas,Nevada,89125,Basic,IU67UOTL4355166796,2024-10-23 09:00:04
194,fbf1b6be-b6a6-42ec-b904-4dfcc1dde3de,"Tahoe Resources, Inc.",2195 Southport Street,Honolulu,Hawaii,96840,Enterprise,TB40UIVO5103277291,2024-10-22 10:56:30
100,35084850-7c4e-43c2-8a88-a049a31a05d4,"TRI Pointe Group, Inc.",10698 Werdebaugh Way,Atlanta,Georgia,30356,Enterprise,TP65XCFQ6575955040,2024-10-22 02:07:54
223,f5f048df-37ac-4aa8-8097-61f34a34a808,THL Credit Senior Loan Fund,9633 Abel Place,Denver,Colorado,80279,VIP,FJ95IRUK0802664756,2024-10-22 13:32:10
140,953710b0-0772-4c44-b4e3-3ef39c4b4e3a,SuperValu Inc.,7380 Fink Street,Santa Ana,California,92705,Partner,ZL30RZIY9485445070,2024-10-22 05:43:15
198,fff0556f-2457-4779-91cf-3de332b64a9d,"Sunesis Pharmaceuticals, Inc.",6951 Woodmill Terrace,Dayton,Ohio,45408,VIP,QT89VDTJ4576674410,2024-10-22 11:20:36
341,2a9d01d9-e10d-4d5c-90be-889dd3481c53,"Summit Hotel Properties, Inc.",4341 New Hope Place,Tampa,Florida,33686,Temporary,UX62EURV7907580632,2024-10-23 00:31:35
189,3c4b7551-6be0-48e9-9ae3-a569d1653986,StoneCastle Financial Corp,6882 Mccray Avenue,Daytona Beach,Florida,32118,Seasonal,CZ39XJAO5384436664,2024-10-22 10:33:39
109,13ee1269-b76b-41a5-b661-b1ff0c542875,"Stein Mart, Inc.",1707 Pleasant View Place,Miami,Florida,33185,Guest,CQ18IPAE7043499391,2024-10-22 03:02:10
309,4cceb9b2-762a-4607-84ec-fe3cb97fa66e,"Stag Industrial, Inc.",547 Lozano Avenue,Idaho Falls,Idaho,83405,Enterprise,BE64XYIK9578712192,2024-10-22 22:04:11
112,ea037148-d6ce-4541-b852-84d8d24b0ff3,"Speedway Motorsports, Inc.",2042 East Schwartz Boulevard,Louisville,Kentucky,40220,Business,VF06HBTK0977536319,2024-10-22 03:12:38
61,a2dc428e-e23b-4eca-abbb-240e3d1af15f,"Spectrum Pharmaceuticals, Inc.",1413 Foggy Brook Loop,Hialeah,Florida,33013,Business,YB30KRAH0951495318,2024-10-21 22:26:28
350,95861c1f-da0f-4b46-b34b-5d485e9533c8,Southern Company (The),12963 Hook Hollow Terrace,Cincinnati,Ohio,45218,Guest,OK19ULLQ4664895349,2024-10-23 01:17:12
372,43c811af-2b30-410d-8f86-eb3b56675495,Southern California Edison Company,12908 Crane Doran Place,Minneapolis,Minnesota,55448,Partner,CS21LFCN4736807875,2024-10-23 03:20:13
249,8445d6b6-9f19-4523-aca2-21b3ce896662,Southern California Edison Company,13474 Kathleen Lane,Wichita,Kansas,67210,Individual,NI56KEQN6653324557,2024-10-22 16:11:32
437,26027f1e-e2b1-442f-8f8f-2c6192bf2374,"Sound Financial Bancorp, Inc.",3971 Zina Lane,Orlando,Florida,32808,Seasonal,DF08BOVH3296025713,2024-10-23 09:21:33
386,ee5df9d6-bbed-4e12-8ecc-2d98e2574ba2,"Sonic Foundry, Inc.",9801 Ladd Court,Washington,District of Columbia,20599,Reseller,AA56TRNJ4747016113,2024-10-23 04:32:00
161,3e0aa89e-306b-4ebe-a6e5-9c8a23b937e3,"Skechers U.S.A., Inc.",1375 Wise Way,Rochester,New York,14652,Admin,NQ22DIYP9092633566,2024-10-22 07:47:44
129,d2a2cc16-e280-444b-bfa9-a21743acabdc,Siebert Financial Corp.,2891 Norris Way,Burbank,California,91505,Family,HA86WKRH2546165243,2024-10-22 04:47:14
20,a1dcee8f-5fd1-44fa-8073-806512de3e54,"Seres Therapeutics, Inc.",12672 Stratford Lane,San Jose,California,95160,Nonprofit,FI76VLPG7171612525,2024-10-21 18:33:36
116,693db96a-778c-4af0-805d-6ae822cbbf76,Semiconductor  Manufacturing International Corporation,1371 Gary Lane,Atlanta,Georgia,31190,Premium,WE43SUAB8620362843,2024-10-22 03:36:10
303,39623a66-de47-4b11-b3f4-a2ebf89269b2,"Selective Insurance Group, Inc.",1406 Vestridge Avenue,Chattanooga,Tennessee,37410,Reseller,YC82CPCT6674987969,2024-10-22 21:41:53
310,ec21f51c-47c0-4119-afe2-3ecfd7f5f871,"SeaChange International, Inc.",4255 Bridget Avenue,Columbus,Ohio,43268,Premium,OG16EULO9286781085,2024-10-22 22:05:30
340,c68c51ce-63a7-43b4-95d2-1c546702f7b8,"Sajan, Inc.",3885 Armondo Drive,Delray Beach,Florida,33448,Premium,JA47RLES2821603164,2024-10-23 00:28:16
263,b332a815-c71b-43cd-8723-1e08df23ccd1,"Safety Insurance Group, Inc.",3724 Vista Court,Spokane,Washington,99210,Basic,UL92TDSU0571035091,2024-10-22 17:29:29
21,c851da6c-22b6-4b96-87c3-83e3e3108b51,Sabre Corporation,4431 Jones Lane,Charlotte,North Carolina,28205,Family,DT20IVXE8149794831,2024-10-21 18:42:12
178,1f5eef68-60fd-4c24-8bf4-2e5bdc0e67a5,STERIS plc,8950 Otter Lane,Raleigh,North Carolina,27621,Guest,MT50QQYH9646461134,2024-10-22 09:16:58
469,1c386bf1-1e66-4dde-9f61-dbd41d851464,"SPI Energy Co., Ltd.",5072 Elderberry Place,Tampa,Florida,33647,Admin,AI28GUDY0492730661,2024-10-23 12:16:30
94,0f04f5d7-262c-43d9-b6a4-0d5074bee76c,SBA Communications Corporation,4243 Carnation Court,Santa Ana,California,92725,Affiliate,TF45VPFY1221411846,2024-10-22 01:30:31
460,ef2b5206-f38e-4d8a-ba5e-82cca60a1996,"S&T Bancorp, Inc.",12186 Gale Lane,Amarillo,Texas,79116,Nonprofit,JT08WCVT6813465796,2024-10-23 11:29:15
318,828cde55-f014-4cbc-9430-b68b925b24f5,Rowan Companies plc,12868 Del Mar Drive,Portland,Oregon,97221,Admin,ZE20RWMM4490137600,2024-10-22 22:46:15
379,c16e3dc9-359e-4ad6-9b4b-1b426e0bc563,Rosetta Genomics Ltd.,1743 Great Falls Drive,Huntington,West Virginia,25709,Premium,SI62VTQZ5132738805,2024-10-23 03:58:32
1,377cf2da-bd49-4eb7-b157-f7e95223f7ea,"Rocky Mountain Chocolate Factory, Inc.",6636 Iglesia Street,Dallas,Texas,75205,Trial,TA44HCHB3338160824,2024-10-21 17:13:44
339,67e02fa6-9478-4757-bfc4-d33d2c35c95e,"Rockwell Medical, Inc.",5298 Arbordale Avenue,Glendale,Arizona,85305,Basic,HN09QXDI3946002625,2024-10-23 00:24:06
4,a017527b-6817-4c97-bca1-4a023eacfd79,"Roadrunner Transportation Systems, Inc",11356 English Ivy Circle,Fort Smith,Arkansas,72916,Individual,FN34XYGW3440489794,2024-10-21 17:27:27
475,d5dacdea-1749-49ea-a5df-c88efb0c4ef8,Rice Energy Inc.,12486 Salinas Avenue,Danbury,Connecticut,06816,Trial,GS57ZEOC9672655735,2024-10-23 12:44:45
80,aeb11d36-41c1-4c73-ad77-784e93321f6d,"Rennova Health, Inc.",7461 Foxwood Lane,Portland,Oregon,97296,Premium,DQ99YQAK6537009145,2024-10-22 00:06:15
337,f2cee1e9-eaa9-4ea7-862e-4f4713efeb60,"Reis, Inc",8004 Willie Way,New York City,New York,10155,Admin,TO76RTBZ6564618333,2024-10-23 00:17:15
445,72976c66-476f-4351-86b6-1e9f38ecef6c,Regis Corporation,4275 Tallowtree Drive,East Saint Louis,Illinois,62205,Individual,XJ92PHAT8475326330,2024-10-23 09:55:37
155,e85dd74d-fc91-4fe0-8fcf-ca3ecba25efe,Regions Financial Corporation,9927 Leone Lane,El Paso,Texas,88563,Lifetime,ZC71RALK7037451878,2024-10-22 07:09:59
254,631e9b3c-cf44-4feb-83a9-ff388fae6c88,"Recro Pharma, Inc.",1245 Kirkland Lane,Louisville,Kentucky,40210,Lifetime,GE31XNYW8056743814,2024-10-22 16:45:42
185,3ef7cbe0-fd84-4612-b80e-de5a7ad86d4f,"RealNetworks, Inc.",6069 Jeff Anderson Way,Pensacola,Florida,32520,Temporary,SP28BNVK5789009508,2024-10-22 10:10:28
201,ee605006-d723-4967-9f02-c16a0420cbe7,"Real Goods Solar, Inc.",4752 Schulz Way,Vero Beach,Florida,32964,Standard,AV61IQFN3747851623,2024-10-22 11:38:06
219,5f586eed-91f9-411c-b2fa-edade5b7bf07,"Raven Industries, Inc.",8922 Joiner Place,Brea,California,92822,VIP,MN41LCIV0489273891,2024-10-22 13:09:38
53,832b83dd-fcde-4a28-b875-7a1c1f60c86a,"Rand Logistics, Inc.",5526 Duncan Drive,Birmingham,Alabama,35236,Moderator,MX09YHZP7823017162,2024-10-21 21:43:20
164,fbd90540-992a-4173-a8d0-55d822a5b6c6,"REV Group, Inc.",14419 Salley Avenue,Columbia,South Carolina,29220,Family,OF81NKTP3917386385,2024-10-22 07:57:42
257,4f8c9c95-9750-45e4-8734-a1c9e7905789,Qwest Corporation,11884 Goldenrod Court,Boca Raton,Florida,33432,VIP,PI07SJEX2757197514,2024-10-22 16:59:59
304,b8f6e9b5-d4c8-4cfc-9fca-eb980a70c846,Pzena Investment Management Inc,1328 Delgado Avenue,New York City,New York,10029,Lifetime,DY32QJHK8751519146,2024-10-22 21:43:43
62,57d02338-c852-4854-8a47-9cbfc79db983,Pyxis Tankers Inc.,9089 Little Mountain Loop,Dallas,Texas,75353,Temporary,QZ82CXZB4004726878,2024-10-21 22:28:18
454,4619e529-70fc-4830-a9c3-bd4c5f781d35,Public Storage,2618 Allison Place,Hartford,Connecticut,06152,Affiliate,PA34LYEQ8528200115,2024-10-23 10:49:56
99,5c1478f9-19ba-438a-98e4-905e7fdb384a,Public Service Enterprise Group Incorporated,13223 Countryside Path,Philadelphia,Pennsylvania,19191,Nonprofit,FC28QVDF3012172323,2024-10-22 01:58:58
190,fe20def8-1c6a-4b41-bc3c-0bbae96b0ee0,"Prudential Financial, Inc.",9719 Poinsett Court,Sioux City,Iowa,51110,Affiliate,YU79RHWD1165490539,2024-10-22 10:38:46
474,f651e5b0-735d-46a3-8d84-28af51b0d684,Progenics Pharmaceuticals Inc.,4202 Stratford Lane,Richmond,Virginia,23285,Lifetime,UA12EXCL8581796487,2024-10-23 12:41:14
342,f230ccd2-3893-44b3-a814-ff6816eb4e6a,Precision Drilling Corporation,86 Juanita Court,New York City,New York,10165,Moderator,PG24PVQB7618381550,2024-10-23 00:35:11
347,1d61afc5-b806-4a09-853f-d561ee5e6701,PowerShares S&P SmallCap Industrials Portfolio,10102 Kenneth Street,Las Vegas,Nevada,89145,Premium,JA11EQVR7552575552,2024-10-23 00:58:54
111,3258639e-1307-4319-bfc5-ed15cab861fa,"PowerShares QQQ Trust, Series 1",7418 Booth Place,Columbus,Georgia,31998,Partner,RU92UTQO8502556507,2024-10-22 03:07:11
380,8f4b209d-75dc-4413-aa2f-990e8aa51b6f,PowerShares KBW Premium Yield Equity REIT Portfolio,9207 Natalino Road,Nashville,Tennessee,37215,Affiliate,AA56BLSA8948928230,2024-10-23 04:00:34
81,a14dd5c2-ee56-415d-ba85-ac56b12ca21a,PowerShares Golden Dragon China Portfolio,7171 New Ellenton Loop,Boise,Idaho,83722,Moderator,II81PYPD7816818820,2024-10-22 00:11:43
247,8d66ae15-1312-437d-817d-b414fc657eba,"Portola Pharmaceuticals, Inc.",207 Martin Lane,Austin,Texas,78710,Seasonal,EM32SQWK5294003692,2024-10-22 16:00:48
90,0c5f4fab-79e9-466b-b8c4-d584731c67c4,Pope Resources,14270 Lisbon Lane,Los Angeles,California,90030,Lifetime,VC60XCNR0155083820,2024-10-22 01:09:03
14,0a330481-f7ce-43a7-b873-9a44c3a36bfb,PolyOne Corporation,4648 Glenarden Path,Green Bay,Wisconsin,54305,VIP,YA18KVSJ1786000249,2024-10-21 18:06:31
449,a4b47537-ae20-478e-8a06-3eff5afee3d7,Pioneer Natural Resources Company,12174 Yeamans Place,Maple Plain,Minnesota,55572,Temporary,FG78GNYM3359034418,2024-10-23 10:13:16
319,8768afb1-dbf0-469b-a8d8-dcc0334c0080,Pioneer High Income Trust,3117 Far Hills Loop,Albuquerque,New Mexico,87180,VIP,EX51WIWZ2568291099,2024-10-22 22:54:58
103,3bb70df7-9a80-40fa-9742-699fdeb67f9f,"Pinnacle Entertainment, Inc.",8699 Mindy Place,Tampa,Florida,33620,Temporary,JQ04MHFH4372956571,2024-10-22 02:32:03
371,6345975e-5038-4465-9b5f-15bdda6faac7,Pimco Municipal Income Fund II,2211 Thunderbird Way,Schaumburg,Illinois,60193,Guest,XX90NUGT3788809425,2024-10-23 03:17:54
234,bf8d9620-6013-4543-bca8-62959ed2947c,Pilgrim's Pride Corporation,8119 Silverstreet Way,Miami,Florida,33175,Premium,HQ96GSGQ7204575947,2024-10-22 14:46:06
